Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
11-01-2025,AQS,340273001,1,6.9,ppb,6,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
12-01-2025,AQS,340273001,1,10.2,ppb,9,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
13-01-2025,AQS,340273001,1,9.2,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
14-01-2025,AQS,340273001,1,3.1,ppb,3,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
15-01-2025,AQS,340273001,1,4.3,ppb,4,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
16-01-2025,AQS,340273001,1,13.1,ppb,12,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
17-01-2025,AQS,340273001,1,11.2,ppb,10,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
18-01-2025,AQS,340273001,1,22.6,ppb,21,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
19-01-2025,AQS,340273001,1,5.7,ppb,5,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
20-01-2025,AQS,340273001,1,3.8,ppb,3,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
21-01-2025,AQS,340273001,1,9.2,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
22-01-2025,AQS,340273001,1,9.8,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
23-01-2025,AQS,340273001,1,19.8,ppb,18,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
24-01-2025,AQS,340273001,1,21.5,ppb,20,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
25-01-2025,AQS,340273001,1,13.4,ppb,12,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
26-01-2025,AQS,340273001,1,9.3,ppb,8,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
27-01-2025,AQS,340273001,1,7.2,ppb,7,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
28-01-2025,AQS,340273001,1,5.8,ppb,5,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
29-01-2025,AQS,340273001,1,11,ppb,10,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
30-01-2025,AQS,340273001,1,16.8,ppb,15,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
31-01-2025,AQS,340273001,1,17.9,ppb,16,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
01-02-2025,AQS,340273001,1,9.5,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
02-02-2025,AQS,340273001,1,21.7,ppb,20,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
03-02-2025,AQS,340273001,1,19.7,ppb,18,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
04-02-2025,AQS,340273001,1,12.3,ppb,11,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
05-02-2025,AQS,340273001,1,7.2,ppb,7,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
06-02-2025,AQS,340273001,1,19.2,ppb,18,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
07-02-2025,AQS,340273001,1,9,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
08-02-2025,AQS,340273001,1,9.8,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
09-02-2025,AQS,340273001,1,15.7,ppb,14,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
10-02-2025,AQS,340273001,1,9.4,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
11-02-2025,AQS,340273001,1,14.1,ppb,13,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
12-02-2025,AQS,340273001,1,16.7,ppb,15,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
13-02-2025,AQS,340273001,1,13.6,ppb,12,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
14-02-2025,AQS,340273001,1,5.9,ppb,5,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
15-02-2025,AQS,340273001,1,20.4,ppb,19,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
16-02-2025,AQS,340273001,1,8.5,ppb,8,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
17-02-2025,AQS,340273001,1,1.8,ppb,1,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
18-02-2025,AQS,340273001,1,2.7,ppb,2,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
19-02-2025,AQS,340273001,1,2.5,ppb,2,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
20-02-2025,AQS,340273001,1,4.4,ppb,4,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
21-02-2025,AQS,340273001,1,2.7,ppb,2,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
22-02-2025,AQS,340273001,1,7,ppb,7,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
23-02-2025,AQS,340273001,1,7.7,ppb,7,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
24-02-2025,AQS,340273001,1,21.2,ppb,20,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
25-02-2025,AQS,340273001,1,10.6,ppb,9,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
26-02-2025,AQS,340273001,1,4.3,ppb,4,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
27-02-2025,AQS,340273001,1,29.9,ppb,27,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
28-02-2025,AQS,340273001,1,9.1,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
01-03-2025,AQS,340273001,1,7.1,ppb,7,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
02-03-2025,AQS,340273001,1,1.5,ppb,1,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
03-03-2025,AQS,340273001,1,5.2,ppb,5,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
04-03-2025,AQS,340273001,1,14.3,ppb,13,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
05-03-2025,AQS,340273001,1,8,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
06-03-2025,AQS,340273001,1,2.6,ppb,2,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
07-03-2025,AQS,340273001,1,1.7,ppb,1,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
08-03-2025,AQS,340273001,1,3.7,ppb,3,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
09-03-2025,AQS,340273001,1,3.3,ppb,3,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
10-03-2025,AQS,340273001,1,6.5,ppb,6,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
11-03-2025,AQS,340273001,1,11.2,ppb,10,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
12-03-2025,AQS,340273001,1,21.8,ppb,20,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
13-03-2025,AQS,340273001,1,14.7,ppb,13,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
14-03-2025,AQS,340273001,1,9.3,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
15-03-2025,AQS,340273001,1,7.1,ppb,7,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
16-03-2025,AQS,340273001,1,5.9,ppb,5,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
17-03-2025,AQS,340273001,1,3.9,ppb,3,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
18-03-2025,AQS,340273001,1,3.6,ppb,3,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
19-03-2025,AQS,340273001,1,37.8,ppb,35,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
20-03-2025,AQS,340273001,1,9.1,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
21-03-2025,AQS,340273001,1,5.3,ppb,5,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
22-03-2025,AQS,340273001,1,7.4,ppb,7,Chester,22,92,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
25-03-2025,AQS,340273001,1,4.2,ppb,4,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
26-03-2025,AQS,340273001,1,7.3,ppb,7,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
27-03-2025,AQS,340273001,1,3.7,ppb,3,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
28-03-2025,AQS,340273001,1,8.3,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
29-03-2025,AQS,340273001,1,6.3,ppb,6,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
30-03-2025,AQS,340273001,1,20.9,ppb,19,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
31-03-2025,AQS,340273001,1,11.5,ppb,10,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
01-04-2025,AQS,340273001,1,2.1,ppb,2,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
02-04-2025,AQS,340273001,1,10.1,ppb,9,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
03-04-2025,AQS,340273001,1,5.7,ppb,5,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
04-04-2025,AQS,340273001,1,5.7,ppb,5,Chester,23,96,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
05-04-2025,AQS,340273001,1,6.9,ppb,6,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
06-04-2025,AQS,340273001,1,4.7,ppb,4,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
07-04-2025,AQS,340273001,1,7.1,ppb,7,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
10-04-2025,AQS,340273001,1,11.2,ppb,10,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
11-04-2025,AQS,340273001,1,11.5,ppb,10,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
12-04-2025,AQS,340273001,1,2.5,ppb,2,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
13-04-2025,AQS,340273001,1,1.7,ppb,1,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
14-04-2025,AQS,340273001,1,6.8,ppb,6,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
15-04-2025,AQS,340273001,1,8.1,ppb,8,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
16-04-2025,AQS,340273001,1,1.1,ppb,1,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
17-04-2025,AQS,340273001,1,3.4,ppb,3,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
18-04-2025,AQS,340273001,1,5.6,ppb,5,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
19-04-2025,AQS,340273001,1,4,ppb,4,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
20-04-2025,AQS,340273001,1,2.5,ppb,2,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
21-04-2025,AQS,340273001,1,15.8,ppb,14,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
22-04-2025,AQS,340273001,1,3.9,ppb,3,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
23-04-2025,AQS,340273001,1,4.7,ppb,4,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
24-04-2025,AQS,340273001,1,12,ppb,11,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
25-04-2025,AQS,340273001,1,6.5,ppb,6,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
26-04-2025,AQS,340273001,1,2.4,ppb,2,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
27-04-2025,AQS,340273001,1,0.7,ppb,0,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
28-04-2025,AQS,340273001,1,2.5,ppb,2,Chester,21,88,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
29-04-2025,AQS,340273001,1,5.1,ppb,5,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
30-04-2025,AQS,340273001,1,2.6,ppb,2,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
01-05-2025,AQS,340273001,1,10.7,ppb,9,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
02-05-2025,AQS,340273001,1,4.4,ppb,4,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
03-05-2025,AQS,340273001,1,3.3,ppb,3,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
04-05-2025,AQS,340273001,1,6.8,ppb,6,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
05-05-2025,AQS,340273001,1,14,ppb,13,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
06-05-2025,AQS,340273001,1,9.6,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
07-05-2025,AQS,340273001,1,4.4,ppb,4,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
08-05-2025,AQS,340273001,1,5.1,ppb,5,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
09-05-2025,AQS,340273001,1,3.2,ppb,3,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
10-05-2025,AQS,340273001,1,7.1,ppb,7,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
11-05-2025,AQS,340273001,1,2.8,ppb,2,Chester,20,83,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
12-05-2025,AQS,340273001,1,9.7,ppb,8,Chester,24,100,42602,Nitrogen dioxide (NO2),99,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,27,Morris,40.787628,-74.676301
